Preview_ID,Category,Preview_File,Preview_Path,Model_File,Model_Path,Base_Object_ID,View_Number,Variant,Korean_Name,English_Name,Material_or_Ship_Type,Period_or_Date,Location,Measurement_Basis,Length_Min_m,Length_Max_m,Width_Min_m,Width_Max_m,Height_Min_m,Height_Max_m,Diameter_m,Rim_Diameter_m,Foot_Diameter_m,Bottom_Diameter_m,Inner_Base_Ring_Diameter_m,Opening_Diameter_m,Foot_Height_Inner_m,Foot_Height_Outer_m,Handle_Height_m,Handle_Diameter_m,Component_Length_m,Component_Width_m,Handle_or_Stem_Width_Min_m,Handle_or_Stem_Width_Max_m,Thickness_Min_m,Thickness_Max_m,Draft_m,Gross_Tonnage_GT,Overall_Length_m,Overall_Width_m,Overall_Height_m,Size_Status,Confidence,Estimation_Method,Source_1,Source_1_URL,Source_Page_or_Record,Source_2,Source_2_URL,Source_Notes,Model_Match_Status,Unit
modern_ship_065,Modern Ship,Responder_ship1.jpg,3d modeling/shipwreck/preview_images/Responder_ship1.jpg,Responder_ship1.fbx,3d modeling/shipwreck/original_models/Responder_ship1.fbx,responder,1,Responder_ship1,리스폰더호,Responder,Cable layer / wreck reference,,,"Reported, derived, or approximate dimensions as labeled",105.8,105.8,20.0,20.0,15.0,20.0,,,,,,,,,,,,,,,,,7.7,6298.0,105.8,20.0,20.0,Mixed exact vessel particulars and estimated total height,Medium,"Length, beam and GT are sourced. Total model height is estimated from cable-layer superstructure proportions.","VesselFinder: RESPONDER, IMO 9215206",https://www.vesselfinder.com/vessels/details/9215206,IMO 9215206,GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,Reference draught 7.7 m is from a secondary vessel listing and is not total height.,Matched to current repository model filename,m
modern_ship_066,Modern Ship,Shineline8_ship1.jpg,3d modeling/shipwreck/preview_images/Shineline8_ship1.jpg,Shineline8_ship1.fbx,3d modeling/shipwreck/original_models/Shineline8_ship1.fbx,shineline8,1,single project model,샤인라인 8호,Shineline 8,Unverified modern shipwreck,,,"Reported, derived, or approximate dimensions as labeled",55.0,75.0,10.0,13.0,6.0,9.0,,,,,,,,,,,,,,,,,,,75.0,13.0,9.0,Approximate; authoritative vessel match not found,Low,Broad envelope based on a medium coastal cargo-vessel model class.,GitHub preview/model filename,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,Shineline8_ship1,GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,No authoritative vessel identity was matched from the filename alone. Dimensions are simulation-scale estimates.,Matched to current repository model filename,m
modern_ship_067,Modern Ship,Tianyun_ship1.jpg,3d modeling/shipwreck/preview_images/Tianyun_ship1.jpg,Tianyun_ship1.fbx,3d modeling/shipwreck/original_models/Tianyun_ship1.fbx,tianyun,1,variant 1,톈윈호(파일명 음역),Tianyun,Unverified modern shipwreck,,,"Reported, derived, or approximate dimensions as labeled",80.0,110.0,14.0,18.0,8.0,12.0,,,,,,,,,,,,,,,,,,,110.0,18.0,12.0,Approximate; authoritative vessel match not found,Low,Broad envelope based on a medium general-cargo vessel model class.,GitHub preview/model filenames,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,Tianyun_ship1/2,GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,"Korean name is a phonetic rendering of the filename, not a verified registered vessel name.",Matched to current repository model filename,m
modern_ship_068,Modern Ship,Tianyun_ship2.jpg,3d modeling/shipwreck/preview_images/Tianyun_ship2.jpg,Tianyun_ship2.fbx,3d modeling/shipwreck/original_models/Tianyun_ship2.fbx,tianyun,2,variant 2,톈윈호(파일명 음역),Tianyun,Unverified modern shipwreck,,,"Reported, derived, or approximate dimensions as labeled",80.0,110.0,14.0,18.0,8.0,12.0,,,,,,,,,,,,,,,,,,,110.0,18.0,12.0,Approximate; authoritative vessel match not found,Low,Broad envelope based on a medium general-cargo vessel model class.,GitHub preview/model filenames,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,Tianyun_ship1/2,GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,"Korean name is a phonetic rendering of the filename, not a verified registered vessel name.",Matched to current repository model filename,m
modern_ship_069,Modern Ship,keumyang6.jpg,3d modeling/shipwreck/preview_images/keumyang6.jpg,keumyang6.fbx,3d modeling/shipwreck/original_models/keumyang6.fbx,keumyang6,1,wreck reference model,금양6호,Keumyang No. 6,General cargo ship / modern wreck,Sank in 2023,"제주 서귀포시 마라도 해상 / Off Marado, Seogwipo, Jeju","Reported, derived, or approximate dimensions as labeled",75.0,90.0,12.0,15.0,7.0,10.0,,,,,,,,,,,,,,,,,,1959.0,90.0,15.0,10.0,Approximate dimensions; exact GT and ship type sourced,Low,"Envelope estimated from typical 1,900–2,000 GT general-cargo ship proportions.",Ministry of the Interior and Safety: Keumyang No. 6 flooding accident,https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=107161,"1,959 GT general cargo ship",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,Exact vessel dimensions were not located in the reviewed public sources; the spreadsheet keeps the estimate visibly labeled.,Matched to current repository model filename,m
archaeological_ship_070,Archaeological Ship,dallido_ship_reconstructed.jpg,3d modeling/shipwreck/preview_images/dallido_ship_reconstructed.jpg,,,dallido,1,estimated reconstruction,달리도선,Dallido Shipwreck,Archaeological shipwreck,고려시대 / Goryeo period,"전라남도 목포시 달리도 해역 / Dallido waters, Mokpo","Reported, derived, or approximate dimensions as labeled",12.0,12.0,3.6,3.6,1.6,1.6,,,,,,,,,,,,,,,,,,,12.0,3.6,1.6,Estimated reconstruction dimensions,Medium,Reconstruction target dimensions from the maritime heritage research record.,National Research Institute of Maritime Heritage: Dallido Shipwreck,https://www.seamuse.go.kr/research/shipwreck_research/info/82,research record 82,GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,A matching reconstructed FBX was not found in the current original_models inventory.,No matching model file found,m
archaeological_ship_071,Archaeological Ship,dallido_ship_remaining_hull.JPG,3d modeling/shipwreck/preview_images/dallido_ship_remaining_hull.JPG,dallido_ship_remaining_hull.fbx,3d modeling/shipwreck/original_models/dallido_ship_remaining_hull.fbx,dallido,2,remaining hull,달리도선,Dallido Shipwreck,Archaeological shipwreck,고려시대 / Goryeo period,"전라남도 목포시 달리도 해역 / Dallido waters, Mokpo",Reported dimensions,10.5,10.5,2.72,2.72,0.8,0.8,,,,,,,,,,,,,,,,,,,10.5,2.72,0.8,Reported/metadata dimensions,High,,National Research Institute of Maritime Heritage: Dallido Shipwreck,https://www.seamuse.go.kr/research/shipwreck_research/info/82,research record 82,GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,Remaining hull dimensions.,Matched to current repository model filename,m
archaeological_ship_072,Archaeological Ship,mado_1_ship_reconstructed.png,3d modeling/shipwreck/preview_images/mado_1_ship_reconstructed.png,mado_1_ship_reconstructed.fbx,3d modeling/shipwreck/original_models/mado_1_ship_reconstructed.fbx,mado1,1,full reconstruction,마도1호선,Mado No. 1 Shipwreck,Archaeological shipwreck,고려 13세기 초 / Early 13th-century Goryeo,"충청남도 태안군 마도 해역 / Mado waters, Taean",Reported dimensions,15.5,15.5,6.5,6.5,3.2,3.2,,,,,,,,,,,,,,,,,,,15.5,6.5,3.2,Reconstruction dimensions,Medium-High,,National Research Institute of Maritime Heritage: Mado No. 1,https://www.seamuse.go.kr/research/shipwreck_research/info/90,research record 90,GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,Full reconstruction reference dimensions.,Matched to current repository model filename,m
archaeological_ship_073,Archaeological Ship,mado_1_ship_remaining_hull.jpg,3d modeling/shipwreck/preview_images/mado_1_ship_remaining_hull.jpg,mado_1_ship_remaining_hull.fbx,3d modeling/shipwreck/original_models/mado_1_ship_remaining_hull.fbx,mado1,2,remaining hull,마도1호선,Mado No. 1 Shipwreck,Archaeological shipwreck,고려 13세기 초 / Early 13th-century Goryeo,"충청남도 태안군 마도 해역 / Mado waters, Taean","Reported, derived, or approximate dimensions as labeled",10.8,10.8,3.7,3.7,1.82,1.82,,,,,,,,,,,,,,,,,,,10.8,3.7,1.82,Mixed reported and derived dimensions,Medium,"Height = 3.2 × 3.7 ÷ 6.5, using the reconstruction's height-to-width ratio.",National Research Institute of Maritime Heritage: Mado No. 1,https://www.seamuse.go.kr/research/shipwreck_research/info/90,research record 90,GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,Length and width are reported; height is a proportional estimate.,Matched to current repository model filename,m
archaeological_ship_074,Archaeological Ship,sibidongpado_ship_reconstructed.png,3d modeling/shipwreck/preview_images/sibidongpado_ship_reconstructed.png,sibidongpado_ship_reconstructed.fbx,3d modeling/shipwreck/original_models/sibidongpado_ship_reconstructed.fbx,sibidongpado,1,full reconstruction,십이동파도선,Sibidongpado Shipwreck,Archaeological shipwreck,고려 12세기 / 12th-century Goryeo,"전북 군산시 십이동파도 해역 / Sibidongpado waters, Gunsan","Reported, derived, or approximate dimensions as labeled",14.5,14.5,5.21,5.21,2.08,2.08,,,,,,,,,,,,,,,,,,,14.5,5.21,2.08,Estimated reconstruction dimensions,Medium,,National Research Institute of Maritime Heritage: Sibidongpado Shipwreck,https://www.seamuse.go.kr/research/shipwreck_research/info/91,research record 91,GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,The source describes 2.08 m as hull depth.,Matched to current repository model filename,m
archaeological_ship_075,Archaeological Ship,sibidongpado_ship_remaining_hull.jpg,3d modeling/shipwreck/preview_images/sibidongpado_ship_remaining_hull.jpg,sibidongpado_ship_remaining_hull.fbx,3d modeling/shipwreck/original_models/sibidongpado_ship_remaining_hull.fbx,sibidongpado,2,remaining hull,십이동파도선,Sibidongpado Shipwreck,Archaeological shipwreck,고려 12세기 / 12th-century Goryeo,"전북 군산시 십이동파도 해역 / Sibidongpado waters, Gunsan","Reported, derived, or approximate dimensions as labeled",7.0,7.0,2.7,2.7,1.08,1.08,,,,,,,,,,,,,,,,,,,7.0,2.7,1.08,Mixed reported and derived dimensions,Medium,"Height = 2.08 × 2.7 ÷ 5.21, using the reconstruction's depth-to-width ratio.",National Research Institute of Maritime Heritage: Sibidongpado Shipwreck,https://www.seamuse.go.kr/research/shipwreck_research/info/91,research record 91,GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,Length and width are reported; height is a proportional estimate.,Matched to current repository model filename,m
historical_ship_076,Historical Ship,turtleship1.png,3d modeling/shipwreck/preview_images/turtleship1.png,turtleship1.fbx,3d modeling/shipwreck/original_models/turtleship1.fbx,turtleship,1,visual reconstruction variant 1,거북선,Turtle Ship,Historical reconstruction/reference,조선시대 / Joseon period,,"Reported, derived, or approximate dimensions as labeled",34.2,34.2,10.3,10.3,6.4,6.4,,,,,,,,,,,,,,,,,,,34.2,10.3,6.4,Approximate reconstruction dimensions,Medium,Historical cheok-based restoration dimensions converted to meters and rounded for simulation scale.,Korean History Archive / e-History: Turtle Ship reference,https://www.ehistory.go.kr/view/movie?mediadtl=21490&mediaid=10257&mediasrcgbn=KV,113 cheok × 34 cheok × 21 cheok restoration reference,GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,"Historical reference model, not an excavated shipwreck.",Matched to current repository model filename,m
historical_ship_077,Historical Ship,turtleship2.png,3d modeling/shipwreck/preview_images/turtleship2.png,turtleship2.fbx,3d modeling/shipwreck/original_models/turtleship2.fbx,turtleship,2,visual reconstruction variant 2,거북선,Turtle Ship,Historical reconstruction/reference,조선시대 / Joseon period,,"Reported, derived, or approximate dimensions as labeled",34.2,34.2,10.3,10.3,6.4,6.4,,,,,,,,,,,,,,,,,,,34.2,10.3,6.4,Approximate reconstruction dimensions,Medium,Historical cheok-based restoration dimensions converted to meters and rounded for simulation scale.,Korean History Archive / e-History: Turtle Ship reference,https://www.ehistory.go.kr/view/movie?mediadtl=21490&mediaid=10257&mediasrcgbn=KV,113 cheok × 34 cheok × 21 cheok restoration reference,GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,"Historical reference model, not an excavated shipwreck.",Matched to current repository model filename,m
historical_ship_078,Historical Ship,turtleship3.png,3d modeling/shipwreck/preview_images/turtleship3.png,turtleship3.fbx,3d modeling/shipwreck/original_models/turtleship3.fbx,turtleship,3,visual reconstruction variant 3,거북선,Turtle Ship,Historical reconstruction/reference,조선시대 / Joseon period,,"Reported, derived, or approximate dimensions as labeled",34.2,34.2,10.3,10.3,6.4,6.4,,,,,,,,,,,,,,,,,,,34.2,10.3,6.4,Approximate reconstruction dimensions,Medium,Historical cheok-based restoration dimensions converted to meters and rounded for simulation scale.,Korean History Archive / e-History: Turtle Ship reference,https://www.ehistory.go.kr/view/movie?mediadtl=21490&mediaid=10257&mediasrcgbn=KV,113 cheok × 34 cheok × 21 cheok restoration reference,GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,"Historical reference model, not an excavated shipwreck.",Matched to current repository model filename,m
historical_ship_079,Historical Ship,turtleship4.png,3d modeling/shipwreck/preview_images/turtleship4.png,turtleship4.fbx,3d modeling/shipwreck/original_models/turtleship4.fbx,turtleship,4,visual reconstruction variant 4,거북선,Turtle Ship,Historical reconstruction/reference,조선시대 / Joseon period,,"Reported, derived, or approximate dimensions as labeled",34.2,34.2,10.3,10.3,6.4,6.4,,,,,,,,,,,,,,,,,,,34.2,10.3,6.4,Approximate reconstruction dimensions,Medium,Historical cheok-based restoration dimensions converted to meters and rounded for simulation scale.,Korean History Archive / e-History: Turtle Ship reference,https://www.ehistory.go.kr/view/movie?mediadtl=21490&mediaid=10257&mediasrcgbn=KV,113 cheok × 34 cheok × 21 cheok restoration reference,GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,"Historical reference model, not an excavated shipwreck.",Matched to current repository model filename,m
